Alcaldía,Fecha,Predicción de Delitos
VENUSTIANO CARRANZA,2024-03-05,32
VENUSTIANO CARRANZA,2024-03-06,31
VENUSTIANO CARRANZA,2024-03-07,31
VENUSTIANO CARRANZA,2024-03-08,31
VENUSTIANO CARRANZA,2024-03-09,31
VENUSTIANO CARRANZA,2024-03-10,31
VENUSTIANO CARRANZA,2024-03-11,31
VENUSTIANO CARRANZA,2024-03-12,31
VENUSTIANO CARRANZA,2024-03-13,31
VENUSTIANO CARRANZA,2024-03-14,31
VENUSTIANO CARRANZA,2024-03-15,32
VENUSTIANO CARRANZA,2024-03-16,32
VENUSTIANO CARRANZA,2024-03-17,32
VENUSTIANO CARRANZA,2024-03-18,32
VENUSTIANO CARRANZA,2024-03-19,32
VENUSTIANO CARRANZA,2024-03-20,32
VENUSTIANO CARRANZA,2024-03-21,32
VENUSTIANO CARRANZA,2024-03-22,32
VENUSTIANO CARRANZA,2024-03-23,32
VENUSTIANO CARRANZA,2024-03-24,32
VENUSTIANO CARRANZA,2024-03-25,32
VENUSTIANO CARRANZA,2024-03-26,32
VENUSTIANO CARRANZA,2024-03-27,32
VENUSTIANO CARRANZA,2024-03-28,32
VENUSTIANO CARRANZA,2024-03-29,32
VENUSTIANO CARRANZA,2024-03-30,32
VENUSTIANO CARRANZA,2024-03-31,32
VENUSTIANO CARRANZA,2024-04-01,32
VENUSTIANO CARRANZA,2024-04-02,32
VENUSTIANO CARRANZA,2024-04-03,31
VENUSTIANO CARRANZA,2024-04-04,31
VENUSTIANO CARRANZA,2024-04-05,31
VENUSTIANO CARRANZA,2024-04-06,31
VENUSTIANO CARRANZA,2024-04-07,31
VENUSTIANO CARRANZA,2024-04-08,32
VENUSTIANO CARRANZA,2024-04-09,32
VENUSTIANO CARRANZA,2024-04-10,32
VENUSTIANO CARRANZA,2024-04-11,32
VENUSTIANO CARRANZA,2024-04-12,32
VENUSTIANO CARRANZA,2024-04-13,32
VENUSTIANO CARRANZA,2024-04-14,32
VENUSTIANO CARRANZA,2024-04-15,32
VENUSTIANO CARRANZA,2024-04-16,32
VENUSTIANO CARRANZA,2024-04-17,32
VENUSTIANO CARRANZA,2024-04-18,32
VENUSTIANO CARRANZA,2024-04-19,32
VENUSTIANO CARRANZA,2024-04-20,32
VENUSTIANO CARRANZA,2024-04-21,32
VENUSTIANO CARRANZA,2024-04-22,32
VENUSTIANO CARRANZA,2024-04-23,32
VENUSTIANO CARRANZA,2024-04-24,32
VENUSTIANO CARRANZA,2024-04-25,32
VENUSTIANO CARRANZA,2024-04-26,32
VENUSTIANO CARRANZA,2024-04-27,32
VENUSTIANO CARRANZA,2024-04-28,32
VENUSTIANO CARRANZA,2024-04-29,32
VENUSTIANO CARRANZA,2024-04-30,32
VENUSTIANO CARRANZA,2024-05-01,32
VENUSTIANO CARRANZA,2024-05-02,32
VENUSTIANO CARRANZA,2024-05-03,32
VENUSTIANO CARRANZA,2024-05-04,32
VENUSTIANO CARRANZA,2024-05-05,32
VENUSTIANO CARRANZA,2024-05-06,32
VENUSTIANO CARRANZA,2024-05-07,32
VENUSTIANO CARRANZA,2024-05-08,32
VENUSTIANO CARRANZA,2024-05-09,32
VENUSTIANO CARRANZA,2024-05-10,32
VENUSTIANO CARRANZA,2024-05-11,32
VENUSTIANO CARRANZA,2024-05-12,32
VENUSTIANO CARRANZA,2024-05-13,32
VENUSTIANO CARRANZA,2024-05-14,32
VENUSTIANO CARRANZA,2024-05-15,32
VENUSTIANO CARRANZA,2024-05-16,32
VENUSTIANO CARRANZA,2024-05-17,32
VENUSTIANO CARRANZA,2024-05-18,32
VENUSTIANO CARRANZA,2024-05-19,32
VENUSTIANO CARRANZA,2024-05-20,32
VENUSTIANO CARRANZA,2024-05-21,32
VENUSTIANO CARRANZA,2024-05-22,32
VENUSTIANO CARRANZA,2024-05-23,32
VENUSTIANO CARRANZA,2024-05-24,32
VENUSTIANO CARRANZA,2024-05-25,32
VENUSTIANO CARRANZA,2024-05-26,32
VENUSTIANO CARRANZA,2024-05-27,32
VENUSTIANO CARRANZA,2024-05-28,32
VENUSTIANO CARRANZA,2024-05-29,32
VENUSTIANO CARRANZA,2024-05-30,32
VENUSTIANO CARRANZA,2024-05-31,32
VENUSTIANO CARRANZA,2024-06-01,32
VENUSTIANO CARRANZA,2024-06-02,32
VENUSTIANO CARRANZA,2024-06-03,32
VENUSTIANO CARRANZA,2024-06-04,32
VENUSTIANO CARRANZA,2024-06-05,32
VENUSTIANO CARRANZA,2024-06-06,32
VENUSTIANO CARRANZA,2024-06-07,32
VENUSTIANO CARRANZA,2024-06-08,32
VENUSTIANO CARRANZA,2024-06-09,32
VENUSTIANO CARRANZA,2024-06-10,32
VENUSTIANO CARRANZA,2024-06-11,32
VENUSTIANO CARRANZA,2024-06-12,32
VENUSTIANO CARRANZA,2024-06-13,32
VENUSTIANO CARRANZA,2024-06-14,32
VENUSTIANO CARRANZA,2024-06-15,32
VENUSTIANO CARRANZA,2024-06-16,32
VENUSTIANO CARRANZA,2024-06-17,32
VENUSTIANO CARRANZA,2024-06-18,32
VENUSTIANO CARRANZA,2024-06-19,32
VENUSTIANO CARRANZA,2024-06-20,32
VENUSTIANO CARRANZA,2024-06-21,32
VENUSTIANO CARRANZA,2024-06-22,32
VENUSTIANO CARRANZA,2024-06-23,32
VENUSTIANO CARRANZA,2024-06-24,32
VENUSTIANO CARRANZA,2024-06-25,32
VENUSTIANO CARRANZA,2024-06-26,32
VENUSTIANO CARRANZA,2024-06-27,32
VENUSTIANO CARRANZA,2024-06-28,32
MIGUEL HIDALGO,2024-01-01,36
MIGUEL HIDALGO,2024-01-02,41
MIGUEL HIDALGO,2024-01-03,39
MIGUEL HIDALGO,2024-01-04,39
MIGUEL HIDALGO,2024-01-05,41
MIGUEL HIDALGO,2024-01-06,39
MIGUEL HIDALGO,2024-01-07,32
MIGUEL HIDALGO,2024-01-08,36
MIGUEL HIDALGO,2024-01-09,37
MIGUEL HIDALGO,2024-01-10,35
MIGUEL HIDALGO,2024-01-11,44
MIGUEL HIDALGO,2024-01-12,44
MIGUEL HIDALGO,2024-01-13,38
MIGUEL HIDALGO,2024-01-14,29
MIGUEL HIDALGO,2024-01-15,39
MIGUEL HIDALGO,2024-01-16,40
MIGUEL HIDALGO,2024-01-17,39
MIGUEL HIDALGO,2024-01-18,42
MIGUEL HIDALGO,2024-01-19,42
MIGUEL HIDALGO,2024-01-20,40
MIGUEL HIDALGO,2024-01-21,38
MIGUEL HIDALGO,2024-01-22,34
MIGUEL HIDALGO,2024-01-23,40
MIGUEL HIDALGO,2024-01-24,42
MIGUEL HIDALGO,2024-01-25,41
MIGUEL HIDALGO,2024-01-26,40
MIGUEL HIDALGO,2024-01-27,39
MIGUEL HIDALGO,2024-01-28,36
MIGUEL HIDALGO,2024-01-29,41
MIGUEL HIDALGO,2024-01-30,45
MIGUEL HIDALGO,2024-01-31,44
MIGUEL HIDALGO,2024-02-01,43
MIGUEL HIDALGO,2024-02-02,43
MIGUEL HIDALGO,2024-02-03,43
MIGUEL HIDALGO,2024-02-04,41
MIGUEL HIDALGO,2024-02-05,41
MIGUEL HIDALGO,2024-02-06,43
MIGUEL HIDALGO,2024-02-07,43
MIGUEL HIDALGO,2024-02-08,45
MIGUEL HIDALGO,2024-02-09,46
MIGUEL HIDALGO,2024-02-10,44
MIGUEL HIDALGO,2024-02-11,41
MIGUEL HIDALGO,2024-02-12,42
MIGUEL HIDALGO,2024-02-13,45
MIGUEL HIDALGO,2024-02-14,44
MIGUEL HIDALGO,2024-02-15,45
MIGUEL HIDALGO,2024-02-16,45
MIGUEL HIDALGO,2024-02-17,45
MIGUEL HIDALGO,2024-02-18,44
MIGUEL HIDALGO,2024-02-19,43
MIGUEL HIDALGO,2024-02-20,44
MIGUEL HIDALGO,2024-02-21,46
MIGUEL HIDALGO,2024-02-22,46
MIGUEL HIDALGO,2024-02-23,45
MIGUEL HIDALGO,2024-02-24,45
MIGUEL HIDALGO,2024-02-25,44
MIGUEL HIDALGO,2024-02-26,45
MIGUEL HIDALGO,2024-02-27,47
MIGUEL HIDALGO,2024-02-28,47
MIGUEL HIDALGO,2024-02-29,46
MIGUEL HIDALGO,2024-03-01,46
MIGUEL HIDALGO,2024-03-02,46
MIGUEL HIDALGO,2024-03-03,46
MIGUEL HIDALGO,2024-03-04,46
MIGUEL HIDALGO,2024-03-05,46
MIGUEL HIDALGO,2024-03-06,47
MIGUEL HIDALGO,2024-03-07,47
MIGUEL HIDALGO,2024-03-08,48
MIGUEL HIDALGO,2024-03-09,47
MIGUEL HIDALGO,2024-03-10,46
MIGUEL HIDALGO,2024-03-11,46
MIGUEL HIDALGO,2024-03-12,47
MIGUEL HIDALGO,2024-03-13,48
MIGUEL HIDALGO,2024-03-14,47
MIGUEL HIDALGO,2024-03-15,48
MIGUEL HIDALGO,2024-03-16,47
MIGUEL HIDALGO,2024-03-17,47
MIGUEL HIDALGO,2024-03-18,47
MIGUEL HIDALGO,2024-03-19,47
MIGUEL HIDALGO,2024-03-20,48
MIGUEL HIDALGO,2024-03-21,48
MIGUEL HIDALGO,2024-03-22,48
MIGUEL HIDALGO,2024-03-23,48
MIGUEL HIDALGO,2024-03-24,48
MIGUEL HIDALGO,2024-03-25,48
MIGUEL HIDALGO,2024-03-26,49
MIGUEL HIDALGO,2024-03-27,49
MIGUEL HIDALGO,2024-03-28,48
MIGUEL HIDALGO,2024-03-29,48
MIGUEL HIDALGO,2024-03-30,49
MIGUEL HIDALGO,2024-03-31,48
MIGUEL HIDALGO,2024-04-01,48
MIGUEL HIDALGO,2024-04-02,49
MIGUEL HIDALGO,2024-04-03,49
MIGUEL HIDALGO,2024-04-04,49
MIGUEL HIDALGO,2024-04-05,49
MIGUEL HIDALGO,2024-04-06,49
MIGUEL HIDALGO,2024-04-07,49
MIGUEL HIDALGO,2024-04-08,49
MIGUEL HIDALGO,2024-04-09,49
MIGUEL HIDALGO,2024-04-10,50
MIGUEL HIDALGO,2024-04-11,49
MIGUEL HIDALGO,2024-04-12,49
MIGUEL HIDALGO,2024-04-13,49
MIGUEL HIDALGO,2024-04-14,49
MIGUEL HIDALGO,2024-04-15,49
MIGUEL HIDALGO,2024-04-16,50
MIGUEL HIDALGO,2024-04-17,50
MIGUEL HIDALGO,2024-04-18,50
MIGUEL HIDALGO,2024-04-19,50
MIGUEL HIDALGO,2024-04-20,50
MIGUEL HIDALGO,2024-04-21,50
MIGUEL HIDALGO,2024-04-22,50
MIGUEL HIDALGO,2024-04-23,50
MIGUEL HIDALGO,2024-04-24,50
MIGUEL HIDALGO,2024-04-25,50
MIGUEL HIDALGO,2024-04-26,50
MIGUEL HIDALGO,2024-04-27,50
MIGUEL HIDALGO,2024-04-28,50
MIGUEL HIDALGO,2024-04-29,50
MIGUEL HIDALGO,2024-04-30,50
MIGUEL HIDALGO,2024-05-01,51
MIGUEL HIDALGO,2024-05-02,51
MIGUEL HIDALGO,2024-05-03,51
MIGUEL HIDALGO,2024-05-04,51
MIGUEL HIDALGO,2024-05-05,50
MIGUEL HIDALGO,2024-05-06,51
MIGUEL HIDALGO,2024-05-07,51
MIGUEL HIDALGO,2024-05-08,51
MIGUEL HIDALGO,2024-05-09,51
MIGUEL HIDALGO,2024-05-10,51
MIGUEL HIDALGO,2024-05-11,51
MIGUEL HIDALGO,2024-05-12,51
MIGUEL HIDALGO,2024-05-13,51
MIGUEL HIDALGO,2024-05-14,51
MIGUEL HIDALGO,2024-05-15,51
MIGUEL HIDALGO,2024-05-16,51
MIGUEL HIDALGO,2024-05-17,51
MIGUEL HIDALGO,2024-05-18,51
MIGUEL HIDALGO,2024-05-19,51
MIGUEL HIDALGO,2024-05-20,52
MIGUEL HIDALGO,2024-05-21,52
MIGUEL HIDALGO,2024-05-22,52
MIGUEL HIDALGO,2024-05-23,51
MIGUEL HIDALGO,2024-05-24,52
MIGUEL HIDALGO,2024-05-25,52
MIGUEL HIDALGO,2024-05-26,52
MIGUEL HIDALGO,2024-05-27,52
MIGUEL HIDALGO,2024-05-28,52
MIGUEL HIDALGO,2024-05-29,52
MIGUEL HIDALGO,2024-05-30,52
MIGUEL HIDALGO,2024-05-31,52
MIGUEL HIDALGO,2024-06-01,52
MIGUEL HIDALGO,2024-06-02,52
MIGUEL HIDALGO,2024-06-03,52
MIGUEL HIDALGO,2024-06-04,52
MIGUEL HIDALGO,2024-06-05,52
MIGUEL HIDALGO,2024-06-06,52
MIGUEL HIDALGO,2024-06-07,52
MIGUEL HIDALGO,2024-06-08,52
MIGUEL HIDALGO,2024-06-09,52
MIGUEL HIDALGO,2024-06-10,52
MIGUEL HIDALGO,2024-06-11,53
MIGUEL HIDALGO,2024-06-12,53
MIGUEL HIDALGO,2024-06-13,53
MIGUEL HIDALGO,2024-06-14,53
MIGUEL HIDALGO,2024-06-15,53
MIGUEL HIDALGO,2024-06-16,53
MIGUEL HIDALGO,2024-06-17,53
MIGUEL HIDALGO,2024-06-18,53
MIGUEL HIDALGO,2024-06-19,53
MIGUEL HIDALGO,2024-06-20,53
MIGUEL HIDALGO,2024-06-21,53
MIGUEL HIDALGO,2024-06-22,53
MIGUEL HIDALGO,2024-06-23,53
MIGUEL HIDALGO,2024-06-24,53
MIGUEL HIDALGO,2024-06-25,53
MIGUEL HIDALGO,2024-06-26,53
MIGUEL HIDALGO,2024-06-27,53
MIGUEL HIDALGO,2024-06-28,53
BENITO JUAREZ,2024-01-01,35
BENITO JUAREZ,2024-01-02,39
BENITO JUAREZ,2024-01-03,42
BENITO JUAREZ,2024-01-04,43
BENITO JUAREZ,2024-01-05,39
BENITO JUAREZ,2024-01-06,36
BENITO JUAREZ,2024-01-07,35
BENITO JUAREZ,2024-01-08,38
BENITO JUAREZ,2024-01-09,38
BENITO JUAREZ,2024-01-10,39
BENITO JUAREZ,2024-01-11,40
BENITO JUAREZ,2024-01-12,37
BENITO JUAREZ,2024-01-13,35
BENITO JUAREZ,2024-01-14,37
BENITO JUAREZ,2024-01-15,38
BENITO JUAREZ,2024-01-16,38
BENITO JUAREZ,2024-01-17,40
BENITO JUAREZ,2024-01-18,37
BENITO JUAREZ,2024-01-19,35
BENITO JUAREZ,2024-01-20,37
BENITO JUAREZ,2024-01-21,36
BENITO JUAREZ,2024-01-22,37
BENITO JUAREZ,2024-01-23,39
BENITO JUAREZ,2024-01-24,41
BENITO JUAREZ,2024-01-25,38
BENITO JUAREZ,2024-01-26,37
BENITO JUAREZ,2024-01-27,37
BENITO JUAREZ,2024-01-28,37
BENITO JUAREZ,2024-01-29,39
BENITO JUAREZ,2024-01-30,42
BENITO JUAREZ,2024-01-31,40
BENITO JUAREZ,2024-02-01,38
BENITO JUAREZ,2024-02-02,38
BENITO JUAREZ,2024-02-03,38
BENITO JUAREZ,2024-02-04,38
BENITO JUAREZ,2024-02-05,39
BENITO JUAREZ,2024-02-06,40
BENITO JUAREZ,2024-02-07,39
BENITO JUAREZ,2024-02-08,38
BENITO JUAREZ,2024-02-09,39
BENITO JUAREZ,2024-02-10,38
BENITO JUAREZ,2024-02-11,38
BENITO JUAREZ,2024-02-12,39
BENITO JUAREZ,2024-02-13,39
BENITO JUAREZ,2024-02-14,39
BENITO JUAREZ,2024-02-15,39
BENITO JUAREZ,2024-02-16,39
BENITO JUAREZ,2024-02-17,39
BENITO JUAREZ,2024-02-18,39
BENITO JUAREZ,2024-02-19,39
BENITO JUAREZ,2024-02-20,39
BENITO JUAREZ,2024-02-21,39
BENITO JUAREZ,2024-02-22,39
BENITO JUAREZ,2024-02-23,39
BENITO JUAREZ,2024-02-24,39
BENITO JUAREZ,2024-02-25,39
BENITO JUAREZ,2024-02-26,39
BENITO JUAREZ,2024-02-27,39
BENITO JUAREZ,2024-02-28,39
BENITO JUAREZ,2024-02-29,39
BENITO JUAREZ,2024-03-01,39
BENITO JUAREZ,2024-03-02,39
BENITO JUAREZ,2024-03-03,39
BENITO JUAREZ,2024-03-04,39
BENITO JUAREZ,2024-03-05,39
BENITO JUAREZ,2024-03-06,39
BENITO JUAREZ,2024-03-07,39
BENITO JUAREZ,2024-03-08,39
BENITO JUAREZ,2024-03-09,39
BENITO JUAREZ,2024-03-10,39
BENITO JUAREZ,2024-03-11,39
BENITO JUAREZ,2024-03-12,40
BENITO JUAREZ,2024-03-13,39
BENITO JUAREZ,2024-03-14,39
BENITO JUAREZ,2024-03-15,39
BENITO JUAREZ,2024-03-16,39
BENITO JUAREZ,2024-03-17,39
BENITO JUAREZ,2024-03-18,40
BENITO JUAREZ,2024-03-19,40
BENITO JUAREZ,2024-03-20,40
BENITO JUAREZ,2024-03-21,39
BENITO JUAREZ,2024-03-22,39
BENITO JUAREZ,2024-03-23,39
BENITO JUAREZ,2024-03-24,40
BENITO JUAREZ,2024-03-25,40
BENITO JUAREZ,2024-03-26,40
BENITO JUAREZ,2024-03-27,40
BENITO JUAREZ,2024-03-28,40
BENITO JUAREZ,2024-03-29,40
BENITO JUAREZ,2024-03-30,40
BENITO JUAREZ,2024-03-31,40
BENITO JUAREZ,2024-04-01,40
BENITO JUAREZ,2024-04-02,40
BENITO JUAREZ,2024-04-03,40
BENITO JUAREZ,2024-04-04,40
BENITO JUAREZ,2024-04-05,40
BENITO JUAREZ,2024-04-06,40
BENITO JUAREZ,2024-04-07,40
BENITO JUAREZ,2024-04-08,40
BENITO JUAREZ,2024-04-09,40
BENITO JUAREZ,2024-04-10,40
BENITO JUAREZ,2024-04-11,40
BENITO JUAREZ,2024-04-12,40
BENITO JUAREZ,2024-04-13,40
BENITO JUAREZ,2024-04-14,40
BENITO JUAREZ,2024-04-15,40
BENITO JUAREZ,2024-04-16,40
BENITO JUAREZ,2024-04-17,40
BENITO JUAREZ,2024-04-18,40
BENITO JUAREZ,2024-04-19,40
BENITO JUAREZ,2024-04-20,40
BENITO JUAREZ,2024-04-21,40
BENITO JUAREZ,2024-04-22,40
BENITO JUAREZ,2024-04-23,40
BENITO JUAREZ,2024-04-24,40
BENITO JUAREZ,2024-04-25,40
BENITO JUAREZ,2024-04-26,40
BENITO JUAREZ,2024-04-27,40
BENITO JUAREZ,2024-04-28,40
BENITO JUAREZ,2024-04-29,40
BENITO JUAREZ,2024-04-30,40
BENITO JUAREZ,2024-05-01,40
BENITO JUAREZ,2024-05-02,40
BENITO JUAREZ,2024-05-03,40
BENITO JUAREZ,2024-05-04,40
BENITO JUAREZ,2024-05-05,40
BENITO JUAREZ,2024-05-06,40
BENITO JUAREZ,2024-05-07,40
BENITO JUAREZ,2024-05-08,40
BENITO JUAREZ,2024-05-09,40
BENITO JUAREZ,2024-05-10,40
BENITO JUAREZ,2024-05-11,40
BENITO JUAREZ,2024-05-12,40
BENITO JUAREZ,2024-05-13,40
BENITO JUAREZ,2024-05-14,40
BENITO JUAREZ,2024-05-15,40
BENITO JUAREZ,2024-05-16,40
BENITO JUAREZ,2024-05-17,40
BENITO JUAREZ,2024-05-18,40
BENITO JUAREZ,2024-05-19,40
BENITO JUAREZ,2024-05-20,40
BENITO JUAREZ,2024-05-21,40
BENITO JUAREZ,2024-05-22,40
BENITO JUAREZ,2024-05-23,40
BENITO JUAREZ,2024-05-24,40
BENITO JUAREZ,2024-05-25,40
BENITO JUAREZ,2024-05-26,40
BENITO JUAREZ,2024-05-27,40
BENITO JUAREZ,2024-05-28,40
BENITO JUAREZ,2024-05-29,40
BENITO JUAREZ,2024-05-30,40
BENITO JUAREZ,2024-05-31,40
BENITO JUAREZ,2024-06-01,40
BENITO JUAREZ,2024-06-02,40
BENITO JUAREZ,2024-06-03,40
BENITO JUAREZ,2024-06-04,40
BENITO JUAREZ,2024-06-05,40
BENITO JUAREZ,2024-06-06,40
BENITO JUAREZ,2024-06-07,40
BENITO JUAREZ,2024-06-08,40
BENITO JUAREZ,2024-06-09,40
BENITO JUAREZ,2024-06-10,40
BENITO JUAREZ,2024-06-11,40
BENITO JUAREZ,2024-06-12,40
BENITO JUAREZ,2024-06-13,40
BENITO JUAREZ,2024-06-14,40
BENITO JUAREZ,2024-06-15,40
BENITO JUAREZ,2024-06-16,40
BENITO JUAREZ,2024-06-17,40
BENITO JUAREZ,2024-06-18,40
BENITO JUAREZ,2024-06-19,40
BENITO JUAREZ,2024-06-20,40
BENITO JUAREZ,2024-06-21,40
BENITO JUAREZ,2024-06-22,40
BENITO JUAREZ,2024-06-23,40
BENITO JUAREZ,2024-06-24,40
BENITO JUAREZ,2024-06-25,40
BENITO JUAREZ,2024-06-26,40
BENITO JUAREZ,2024-06-27,40
BENITO JUAREZ,2024-06-28,40
TLALPAN,2024-01-01,33
TLALPAN,2024-01-02,32
TLALPAN,2024-01-03,35
TLALPAN,2024-01-04,33
TLALPAN,2024-01-05,34
TLALPAN,2024-01-06,31
TLALPAN,2024-01-07,33
TLALPAN,2024-01-08,33
TLALPAN,2024-01-09,34
TLALPAN,2024-01-10,38
TLALPAN,2024-01-11,34
TLALPAN,2024-01-12,34
TLALPAN,2024-01-13,39
TLALPAN,2024-01-14,38
TLALPAN,2024-01-15,35
TLALPAN,2024-01-16,38
TLALPAN,2024-01-17,36
TLALPAN,2024-01-18,35
TLALPAN,2024-01-19,33
TLALPAN,2024-01-20,30
TLALPAN,2024-01-21,28
TLALPAN,2024-01-22,35
TLALPAN,2024-01-23,37
TLALPAN,2024-01-24,36
TLALPAN,2024-01-25,32
TLALPAN,2024-01-26,36
TLALPAN,2024-01-27,33
TLALPAN,2024-01-28,30
TLALPAN,2024-01-29,37
TLALPAN,2024-01-30,32
TLALPAN,2024-01-31,35
TLALPAN,2024-02-01,34
TLALPAN,2024-02-02,35
TLALPAN,2024-02-03,34
TLALPAN,2024-02-04,34
TLALPAN,2024-02-05,34
TLALPAN,2024-02-06,35
TLALPAN,2024-02-07,36
TLALPAN,2024-02-08,36
TLALPAN,2024-02-09,38
TLALPAN,2024-02-10,37
TLALPAN,2024-02-11,38
TLALPAN,2024-02-12,39
TLALPAN,2024-02-13,38
TLALPAN,2024-02-14,37
TLALPAN,2024-02-15,37
TLALPAN,2024-02-16,35
TLALPAN,2024-02-17,34
TLALPAN,2024-02-18,33
TLALPAN,2024-02-19,33
TLALPAN,2024-02-20,33
TLALPAN,2024-02-21,37
TLALPAN,2024-02-22,36
TLALPAN,2024-02-23,36
TLALPAN,2024-02-24,34
TLALPAN,2024-02-25,35
TLALPAN,2024-02-26,34
TLALPAN,2024-02-27,34
TLALPAN,2024-02-28,36
TLALPAN,2024-02-29,35
TLALPAN,2024-03-01,36
TLALPAN,2024-03-02,36
TLALPAN,2024-03-03,36
TLALPAN,2024-03-04,35
TLALPAN,2024-03-05,36
TLALPAN,2024-03-06,36
TLALPAN,2024-03-07,37
TLALPAN,2024-03-08,38
TLALPAN,2024-03-09,39
TLALPAN,2024-03-10,39
TLALPAN,2024-03-11,39
TLALPAN,2024-03-12,39
TLALPAN,2024-03-13,39
TLALPAN,2024-03-14,38
TLALPAN,2024-03-15,37
TLALPAN,2024-03-16,36
TLALPAN,2024-03-17,35
